name,idn,address,tvc,district,state,pincode,landline,website,h_email,h_name,h_designation,h_type,h_joining,h_te,h_re,h_ie,h_landline,h_fax,h_email
"DAYANAND DINANATH COLLEGE,INSTITUTE OF PHARMACY",1-34636554,"113/18. SWAROOP NAGAR KANPUR, KANPUR NAGAR, KANPUR, Uttar Pradesh, 208001",KANPUR,KANPUR NAGAR,Uttar Pradesh,209214,512 - 2155096,www.ddckanpur.edu.in,director_ddcip@yahoo.co.in,SATISH CHAUHAN,CHAIRMAN,Regular,15-Mar-10,2 years,17 years,17 years,512 - 2155096,5122732999,chairman@ddckanpur.edu.in
DAYANAND EDUCATION SOCIETY'S DAYANAND COLLEGE OF PHARMACY,1-38190893,"PRINCIPAL,  DAYANAND COLLEGE OF PHARMACY,  BARSHI ROAD, LATUR, LATUR, LATUR, Maharashtra, 413531",LATUR,LATUR,Maharashtra,413531,2382 - 223299,www.dayanandpharmacy.org,dayanandpharmacy@rediffmail.com,KRANTI SATPUTE,PRINCIPAL,Regular,16-Jul-10,9 years,0 years,0 years,2382 - 223299,221152,krantikshirsagar@rediffmail.com
DAYANAND VIDYAPEETH EDUATIONAL INSITITUTE,1-500318721,"77/4,KALYANNAGAR,GARH ROAD MEERUT, MEERUT, MEERUT, Uttar Pradesh, 250002",MEERUT,MEERUT,Uttar Pradesh,250002,121 - 2600040,www.dayanandvidyapeeth.com,garg.ankit10@gmail.com,NASEEM AKHTAR AZAD,CHAIRMAN,Regular,20-Jun-11,25 years,15 years,0 years,121 - 653882,4050487,garg.ankit10@gmail.com
DAYANANDA SAGAR ACADEMY OF TECHNOLOGY & MANAGEMENT TECHNICAL CAMPUS,1-419950391,"NO:37 BTM LAYOUT II STAGE BHCS LAYOUT BANGALORE 560076, BANGALORE URBAN, BANGALORE, Karnataka, 560076",BANGALORE,BANGALORE URBAN,Karnataka,560082,80 - 8028432909,www.dsatm.edu.in,principaldsatm@gmail.com,LAKSHMIKANTHA BR,SECRETARY,Regular,01-Feb-11,28 years,4 years,2 years,80 - 41101889,8026660789,galiswamydsi@gmail.com
DAYANANDA SAGAR BUSINESS SCHOOL,1-11299251,"DAYANANDA SAGAR BUSINESS SCHOOL, SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT BANGALORE-560078, BANGALORE URBAN, BANGALORE, Karnataka, 560078",BANGALORE,BANGALORE URBAN,Karnataka,560078,80 - 8042161704,www.dsbschool.org,rkvsarathy@yahoo.com,VIJAYASARATHY RATNAM,DIRECTOR,Regular,26-Sep-07,38 years,30 years,4 years,80 - 42161704,8042161704,rkvsarathy@yahoo.com
"DAYANANDA SAGAR COLLEGE OF ARTS,SCIENCE & COMMERCE",1-10580691,"DAYANANDA SAGAR COLLEGE OF ARTS, SCIENCE & COMMERCE, SHAVIGE MALLESHWARA HILLS, KUMARSWAMY LAYOUT, BANGALORE URBAN, BANGALORE, Karnataka, 560078",BANGALORE,BANGALORE URBAN,Karnataka,560078,80 - 26665461,www.dayanandasagar.edu,info.dsits@gmail.com,SMITHA RAO,SECRETARY,Regular,01-Aug-14,16 years,10 years,3 years,80 - 26665461,26660789,info.dsits@gmail.com
"DAYANANDA SAGAR COLLEGE OF ARTS,SCIENCE & COMMERCE",1-11650111,"DAYANANDA SAGAR COLLEGE OF ARTS, SCIENCE & COMMERCE, KUMARASWAMY LAYOUT, BANGALORE-560078, BANGALORE URBAN, BANGALORE, Karnataka, 560078",BANGALORE,BANGALORE URBAN,Karnataka,560078,80 - 42161764,www.dayanandasagar.edu/dscasc,drlathakrishnan@gmail.com,DR. LATHA KRISHNAN,DIRECTOR,Regular,13-Aug-14,19 years,8 years,3 years,80 - 42161764,42161764,drlathakrishnan@gmail.com
DAYANANDA SAGAR COLLEGE OF ENGINEERING,1-10575091,"NO.37, BHCS LAYOUT, BTM II STAGE, BANGALORE, BANGALORE URBAN, BANGALORE, Karnataka, 560076",BANGALORE,BANGALORE URBAN,Karnataka,560078,80 - 26662226,www.dayanandasagar.edu,principal.dsce@yahoo.com,PRAKASH C P S,SECRETARY,Regular,04-Mar-91,28 years,3 years,2 years,80 - 42161753,8026660789,galiswamydsi@gmail.com
DAYANANDA SAGAR COLLEGE OF PHARMACY,1-14635781,"DAYANANDA SAGAR COLLEGE OF PHARMACY  SHAVIGE MALLESHWARA HILLS,  KUMARASWAMY LAYOUT,  BANGALORE-78, BANGALORE URBAN, BANGALORE, Karnataka, 560078",BANGALORE,BANGALORE URBAN,Karnataka,560078,80 - 42161746,www.dayanandasagar.edu,murugan_9362@yahoo.com,MURUGAN VEDIGOUNDER,VICE-CHAIRMAN & CEO,Regular,03-May-06,25 years,20 years,0 years,80 - 42161746,26660789,murugan_9362@yahoo.com
DAYANANDA SAGAR INSTITUTE OF TECHNOLOGY (POLYTECHNIC),1-422760001,"SECRETARY,MAHATMA GANDHI VIDHYA PEETHA  TRUST, SHAVIGE MALLESHWARA HILLS, KUMARSWAMY LAYOUT, BANGALORE URBAN, BANGALORE CITY, Karnataka, 560078",BANGALORE CITY,BANGALORE URBAN,Karnataka,560078,80 - 42161702,www.dayanandasagar.edu,ppl-diploma@dayanandasagar.edu,B C PREMKUMAR ----,SECRETARY,Regular,02-Jan-14,20 years,3 years,0 years,80 - 42161702,26660789,galiswamydsi@gmail.com
DBB INSTITUTE OF PG STUDIES,1-474091821,"D.NO. 1-105, KRISHNAPURAM VILLAGE,NAGALAPURAM MANDAL., CHITTOOR, KRISHNAPURAM, Andhra Pradesh, 517589",NARAYANAVARAM,CHITTOOR,Andhra Pradesh,517581,8577 - 224004,www.dbbips.org,dinaker@hotmail.com,NARASIMHA PRASAD S,CORRESPONDENT,Regular,22-May-08,20 years,3 years,2 years,8575 - 242951,224005,dinaker@hotmail.com
DBHP SABHA'S GANGADHAR POLYTECHNIC,1-479716461,"D.C. COMPOUND, DHARWAD, DHARWAD, Karnataka, 580001",DHARWAD,DHARWAD,Karnataka,580011,836 - 2486651,www.gangadharpolytechdwd.com,gangadharpoly@gmail.com,VIDYADHAR NAYAK,SECRETARY,Regular,01-Sep-10,12 years,0 years,8 years,836 - 2486651,2745499,dbhpsabha@gmail.com
DC SCHOOL OF MANAGEMENT AND TECHNOLOGY,1-10308701,"D C SMAT, PULLIIKKANAM, IDUKKI, VAGAMON, Kerala, 685503",IDUKKI,KOTTAYAM,Kerala,685503,4869 - 4869202110,www.dcsmat.ac.in,info@dcschool.net,Sreenivas Kuppachi,DIRECTOR,Regular,03-Jun-13,18 years,5 years,0 years,4869 - 202110,4812564758,info@dcschool.net
DC SCHOOL OF MANAGEMENT AND TECHNOLOGY,1-452762051,"KINFRA FILM AND VIDEO PARK  SAINIK SCHOOL. P.O  KAZHAKUTTAM, TRIVANDRUM, AIROOPPARA, Kerala, 695585",AIROOPPARA,KOTTAYAM,Kerala,695585,471 - 4713242103,www.dcsmattvm.net,dcsmat.tvm@dcschool.net,NARAYANAN NAIR S,DIRECTOR,Regular,20-Dec-13,8 years,9 years,43 years,471 - 3242103,2412094,director.tvm@dcschool.net
DCRM PG COLLEGE (MBA),1-10223991,"S/O. VENKATESWARA RAO,  INKOLLU., PRAKASAM, INKOLLU, Andhra Pradesh, 523167",INKOLLU,PRAKASAM,Andhra Pradesh,523167,8594 - 244416,www.daggubatigroup.org,dcrmpg@gmail.com,EV SUBRAHMANYAM SAMUDRALA,SECRETARY & CORRESPONDENT,Regular,20-Jun-08,23 years,3 years,2 years,8594 - 244416,244416,mekiran1004@gmail.com
DCRM PHARMACY COLLEGE,1-7808301,"INKOLLU, PRAKASAM, INKOLLU, Andhra Pradesh, 523167",INKOLLU,PRAKASAM,Andhra Pradesh,523167,8594 - 255120,www.daggubatigroup.org,dcrmpg@gmail.com,HARUN RASHEED SHAIK,SECRETARY AND CORRESPONDENT,Regular,12-Sep-07,11 years,3 years,0 years,8594 - 255120,255120,mekiran1004@gmail.com
DCS'S A.R.A.COLLEGE OF PHARMACY,1-6020421,"SERVEY NO 312/B, MUMBAI AGRA HIGHWAY, NAGAON, DHULE, DHULE, DHULE, Maharashtra, 424005",DHULE,DHULE,Maharashtra,424006,2562 - 261021,www.dcsdhule.org.in,dcsaracop@gmail.com,RAJENDRA WAGH,PRINCIPAL,Regular,05-Aug-09,25 years,4 years,1 years,2562 - 261021,2562220512,waghrd11@gmail.com
DDM COLLEGE OF PHARMACY,1-43476391,"DDM COLLGE OF PHARMACY, GONDPUR BANEHRA (UPPER), TEHSIL-AMB, DISTT. UNA, H.P, UNA, AMB, Himachal Pradesh, 177213",AMB,UNA,Himachal Pradesh,177213,1976 - 268868,www.ddmeducation.com,ddmpharmacy123@gmail.com,RUPESH SONI,CHAIRMAN,Regular,24-Jul-15,8 years,0 years,0 years,1976 - 268568,268868,ddmpharmacy123@gmail.com
DE PAUL INSTITUTE OF SCIENCE & TECHNOLOGY,1-6119771,"DEPAUL INSTITUTE OF SCIENCE &TECHNOLOGY  ANGAMALY SOUTH   KERALA, ERNAKULAM, ANGAMALY, Kerala, 683573",ANGAMALY,ERNAKULAM,Kerala,683573,484 - 2911800,www.dist.ac.in,depaul@vsnl.com,UNNY C.J,SECRETARY,Regular,15-Apr-13,28 years,2 years,0 years,484 - 2911800,2454339,chalangadyvc@gmail.com
DEARTMENT OF COMMERCE & MANAGEMENT,1-15570431,"DEPARTMENT OF COMMERCE & MANAGEMENT,SHIVAJI UNIVERSITY,KOLHAPUR, KOLHAPUR, KOLHAPUR, Maharashtra, 416004",KOLHAPUR,KOLHAPUR,Maharashtra,416004,231 - 2609375,www.unishivaji.ac.in,registrar@unishivaji.ac.in,HEMANT THAKAR,DIRECTOR,Regular,28-Apr-06,24 years,9 years,0 years,231 - 2609375,2692333,hmthakar1962@gmail.com
DECCAN EDUCATION SOCIETY'S INSTITUTE OF MANAGEMENT DEVELOPMENT AND RESEARCH,1-424152621,"DES' IMDR  DES CAPMUS  AGHARKAR MARG, PUNE, PUNE, Maharashtra, 411004",PUNE,PUNE,Maharashtra,411004,20 - 30866106,www.imdr.edu,director@imdr.edu,DEEPAK ROY,DIRECTOR,Regular,15-Jul-14,13 years,12 years,18 years,20 - 30866244,30866250,director@imdr.edu
"DECCAN EDUCATION SOCIETY'S INSTITUTE OF MANAGEMENT DEVELOPMENT AND RESEARCH , SANGLI",1-14520781,"BUNGLOW NO.4, WILLINGDONCOLLEGE CAMPUS , VISHRAMBAG , SANGLI, SANGLI, VISHRAMBAG, Maharashtra, 416415",SANGLI,PUNE,Maharashtra,416415,233 - 2601040,www.imrsangli.net,descimdr@gmail.com,BIRAJ KHOLKUMBE,DIRECTOR,Regular,11-Aug-88,26 years,8 years,10 years,233 - 2601040,3025102,birajkholkumbe@yahoo.com
DECCAN EDUCATION SOCIETYS TECHNICAL INSTITUTE,1-475340681,"C/O D.E. SOCIETY'S TECHNICAL INSTITUTE, BMCC ROAD, OPPOSITE TO IMDR, FERGUSSONS CAMPUS, PUNE-4, PUNE, PUNE, Maharashtra, 411004",PUNE,PUNE,Maharashtra,411004,20 - 30866281,www.destip.org,principal@destip.org,RAVIPRAKASH DONGRE,HEAD,Regular,20-Nov-98,16 years,0 years,3 years,20 - 30866281,30866282,principal@destip.org
DECCAN GROUP OF INSTITUTIONS,1-8641511,"DAR-US-SALAM, NEAR NAMPALLY, HYDERABAD, HYDERABAD, Andhra Pradesh, 500001",HYDERABAD,HYDERABAD,Andhra Pradesh,500001,40 - 24802634,www.deccancollege.ac.in,dcet@deccancollege.ac.in,ABDUL MALIK MOHAMMED,DIRECTOR,Regular,07-Oct-85,31 years,22 years,0 years,40 - 24802634,24802634,dcet@deccancollege.ac.in
DEEKSHA INSTITUTE OF TECHNOLOGY,1-804439741,"S/O SH. SHYAM SUNDER, VPO. DHAND, DISTT&TEH. FATEHABAD, FATEHABAD, DHAND, Haryana, 125050",VILL. KIRDHAN,FATEHABAD,Haryana,125053,1667 - 253318,www.deekshainstitutions.org,dit170@yahoo.com,YOGESH SHARMA,PRESIDENT,Regular,15-Jan-11,4 years,4 years,0 years,1667 - 253318,253319,chem.yogesh@gmail.com
DEEN DAYAL COLLEGE OF MANAGEMENT,1-23417661,"745,GANDHI COLONY,MUZAFFARNAGAR ,U.P, MUZAFFARNAGAR, MUZAFFARNAGAR, Uttar Pradesh, 251001",MUZAFFARNAGAR,MUZAFFARNAGAR,Uttar Pradesh,251001,131 - 2615615,www.ddcmindia.com,deendayal.college@rediffmail.com,RAJKUMAR TYAGI,PRESIDENT,Regular,25-Mar-14,21 years,5 years,0 years,131 - 1312411781,2411781,deen.dayal@rediffmail.com
DEEN DAYAL RUSTAGI COLLEGE OF MANAGEMENT AND TECHNOLOGY,1-7723031,"C/O DWARKA FASHION RAMPUR GATE HAILY MANDI, GURGAON, HAILY MANDI, Haryana, 122504",KHANDEWLA,GURGAON,Haryana,122504,124 - 2012063,www.dcmtguraon.com,ddrcmt@gmail.com,DR SURESH SHARMA,CHAIRMAN,Regular,01-Sep-13,37 years,30 years,0 years,1274 - 224036,1242670327,ddrcmt@gmail.com
DEEN DAYAL RUSTAGI COLLEGE OF PHARMACY,1-2064666851,"RAJENDRA CLINIC & NURSING HOME,HAILEY MANDI, GURGAON, GURGAON, HAILEY MANDI, Haryana, 122504",KHANDEWLA,GURGAON,Haryana,122504,124 - 2272310,www.ddrpharmacy.com,ddrcollege@gmail.com,NAZIM HUSSAIN,PRESIDENT,Regular,01-Nov-15,7 years,0 years,0 years,-,2671327,ddrcollege@gmail.com
DEEN DAYAL UPADHYAYA INSTITUTE OF MANGEMENT AND HIGHER STUDIES,1-478397411,"126/37,T BLOCK,GOVIND NAGAR,KANPUR,208006, KANPUR NAGAR, KANPUR NAGAR, Uttar Pradesh, 208006",KANPUR DEHAT,KANPUR NAGAR,Uttar Pradesh,209307,5111 - 226272,www.dduinstitute.org,dduinstituemhs@yahoo.com,SUDHA DHAWAN,SECREATRY,Regular,01-Feb-11,11 years,0 years,0 years,512 - 255822,2555822,dduinstitutemhs@yahoo.com
DEENBANDHU CHHOTU RAM UNIVERSITY OF SCI AND TECH,1-499393291,"DEENBANDHU CHHOTU RAM UNIVERSITY OF SCIENCE AND TECHNOLOGY, MURTHAL-131039, SONEPAT, HARYANA., SONEPAT, MURTHAL, Haryana, 131039",SONEPAT,SONEPAT,Haryana,131039,130 - 2484005,www.dcrustm.org,registrar@dcrustm.org,RAJ PAL DAHIYA,REGISTRAR,Adhoc/Contract,14-Mar-14,36 years,40 years,0 years,130 - 2484003,2484004,registrar@dcrustm.org
"DEENBANDHU SIR CHHOTU RAM GOVT. POLYTECHNIC EDUCATION SOCIETY, SAMPLA",1-495282161,"G.P.E.S., SAMPLA, ROHTAK, SAMPLA, Haryana, 124501",SAMPLA,ROHTAK,Haryana,124501,1262 - 263770,www.gpsampla.ac.in,gpsampla@gmail.com,MANMOHAN GARG,PRINCIPAL,Regular,11-Jul-13,0 years,0 years,0 years,1262 - 263770,263770,gpsampla@gmail.com
DEENDAYAL POLYTECHNIC COLLEGE,1-509052633,"VPO BARI, TEHSIL FATEHPUR SHEKHAWATI, DISTRICT SIKAR, RAJASTHAN PIN NO. 332301, SIKAR, BARI, FATEHPUR, Rajasthan, 332301","BARI, FATEHPUR",SIKAR,Rajasthan,332301,1571 - 1571297558,www.ddpolytechnicsikar.org,ddkiran57@gmail.com,TEJPAL SINGH ER.,SECRETARY,Acting,25-Aug-13,3 years,0 years,0 years,1571 - 297558,297558,ddkiran57@gmail.com
DEEPSHIKHA COLLEGE OF TECHNICAL EDUCATION  (MCA),1-13495321,"5 MOTI BHAWAN, POWER HOUSE ROAD, JAIPUR, JAIPUR, JAIPUR, Rajasthan, 302016",JAIPUR,JAIPUR,Rajasthan,302020,141 - 2390146,www.deepshikhacollege.org,info@deepshikha.org,AMAN JAIN,CHAIRMAN,Regular,01-Dec-11,22 years,0 years,1 years,141 - 2390146,2206436,aicte@deepshikha.org
DEEPSHIKHA KALA SANSTHAN GROUP OF INSTITUTIONS,1-7645211,"SECTOR NO. 3, VARUN PATH, MANSAROVAR, JAIPUR, JAIPUR, Rajasthan, 302020","RURAL AREA, SANGANER",JAIPUR,Rajasthan,303902,141 - 5144026,www.deepshikhagroup.org,info@deepshikha.org,AJAY PANDEY,CHAIRMAN,Regular,01-Nov-12,12 years,0 years,0 years,141 - 4098900,2206436,aicte@deepshikha.org
DEEVANA COLLEGE OF PHARMACY,1-8319871,"DEEVENA COLLEGE OF PHARMACY CHIVEMLA,SURYAPET, NALGONDA, SURYAPET, Telangana, 508213",SURYAPET,NALGONDA,Andhra Pradesh,508213,8684 - 200222,www.deevenapharmacy.org,eq.dcps@gmail.com,LAKSHMI NARAYAN UNA,SECRETARY,Regular,16-Apr-15,32 years,0 years,0 years,8684 - 200222,200577,eq.dcps@gmail.com
DEFENCE INSTITUTE OF ADVANCED TECHNOLOGY,1-770234221,"GIRINAGAR, NEAR KHADAKWASALA DAM, KHADAKWASALA, PUNE, PUNE, Maharashtra, 411025","KHADAKWASALA, PUNE",PUNE,Maharashtra,411025,20 - 24304021,www.diat.ac.in,registrar@diat.ac.in,PRAHLADA R,DY. REGISTRAR,Adhoc/Contract,11-Aug-11,40 years,40 years,0 years,20 - 24389950,24389509,dracad@diat.ac.in
DEHAT VIKAS COLLEGE OF PHARMACY,1-483474741,"HNO 2--A, GR.FLOOR,IP COLY.SEC.30,FARIDABAD  SEC 19, FARIDABAD, FARIDABAD, Haryana, 121003",TIGAON,FARIDABAD,Haryana,121101,129 - 2401790,www.dvcptigaon.com,dvcpfbd@gmail.com,AGGARWAL ANIL,PRINCIPAL,Regular,03-Jan-11,9 years,0 years,5 years,129 - 2401790,2401790,dvcpfbd@gmail.com
DELHI COLLEGE OF ENGINEERING,1-837103261,"DELHI TECHNOLOGICAL UNIVERSITY, NORTH WEST DELHI, SHAHBAD DAULATPUR, Delhi, 110042",NEAR ROHINI SECTOR 17,NORTH WEST DELHI,Delhi,110042,11 - 27871018,www.dtu.ac.in,vcdtu@dce.edu,YOGESH SINGH,REGISTRAR,Regular,23-Sep-15,24 years,24 years,0 years,11 - 27882284,27871023,registrardtu@dce.ac.in
DELHI COLLEGE OF TECHNOLOGY & MANAGEMENT,1-2512181,"198, IIND FLOOR, SECTOR-31, FARIDABAD, FARIDABAD, FARIDABAD, Haryana, 121001",PALWAL,SOUTH DELHI,Delhi,121105,1275 - 800400,www.dctm.edu.in,pk_bir@yahoo.co.in,VIVEK KUMAR,CHAIRMAN,Regular,01-Jan-10,17 years,8 years,2 years,1275 - 304700,46038997,pk_bir@yahoo.co.in
DELHI ENGINEERING COLLEGE,1-12530161,"QU286-A PITAM PURA. NEWDELHI, NEW DELHI, CITY, Delhi, 110034",FARIDABAD,NEW DELHI,Delhi,121004,11 - 9818671770,www.dec.edu.in,decindia2009@gmail.com,Dr. JUGNESH KUMAR,CHAIRMAN,Regular,18-Jan-16,13 years,0 years,1 years,129 -,114380771,mca3dhawan@gmail.com
DELHI GLOBAL INSTITUTE OF MANAGEMENT,1-9850784,"H.NO.652, SECTOR-21B FARIDABAD,HARYANA-121001, FARIDABAD, FARIDABAD, Haryana, 121001",JASANA,FARIDABAD,Haryana,121101,129 - 3213981,www.dgimfaridabad.com,director@dgimfaridabad.com,DR.NASIR ALI,CHAIRMAN,Regular,10-Jun-09,19 years,2 years,0 years,129 - 2223845,3213981,narendersingh1010@gmail.com
DELHI INSTITUTE OF ADVANCED STUDIES,1-1734491,"DELHI INSTITUTE OF ADVANCED STUDIES, PLOT NO. 6, SECTOR 25, ROHINI, NORTH DELHI, DELHI, Delhi, 110085",DELHI,NORTH DELHI,Delhi,110085,11 - 27932742,www.dias.ac.in,dias@dias.ac.in,MALATI NITTALA,DIRECTOR,Regular,15-Nov-99,17 years,7 years,1 years,11 - 27932742,27934200,dias@dias.ac.in
DELHI INSTITUTE OF ENGINEERING & TECHNOLOGY,1-4267091,"KHASRA NO.990, GHAT INSTITUTIONAL AREA, NH58, MEERUT., MEERUT, MEEURT, Uttar Pradesh, 250005",MEERUT,GHAZIABAD,Uttar Pradesh,250005,121 - 1213272111,www.dietmeerut.com,nitinmittal.cs@gmail.com,SATYENDRA KUMAR,SECRETARY,Adhoc/Contract,23-Nov-15,27 years,10 years,0 years,121 - 3272112,1212439800,nitinmittal.cs@gmail.com
DELHI INSTITUTE OF TECHNOLOGY & MANAGEMENT,1-3847801,"NH-1   VILLAGE- BARAUT  GANNAUR, SONEPAT, GANNUAR, Haryana, 100131",SONIPAT,NORTH DELHI,Delhi,100131,130 - 6444855,www.ditmcollege.com,info@ditmcollege.com,DR. ASHOK KUMAR SHRIVASTAVA,SUPERINTENDENT,Regular,15-May-13,6 years,5 years,36 years,11 - 27240166,27243059,mkgaur77@gmail.com
"DELHI INSTITUTE OF TECHNOLOGY, MANAGEMENT & RESEARCH",1-7515521,"B - 468, 469, NEHRU GROUND, FARIDABAD, FARIDABAD, Haryana, 121001",FARIDABAD,FARIDABAD,Haryana,121001,129 - 4038035,www.ditmr.org,ditmr.fbd@gmail.com,PARDIP KUMAR MANDAL,REGISTRAR,Regular,11-Jan-09,7 years,15 years,15 years,129 - 2206131,4038035,ditmr.fbd@gmail.com
DELHI INSTITUTE OF TOOL ENGINEERING,1-10784774,"DELHI INSTITUTE OF TOOL ENGINEERING, OKHLA INDUSTRIAL AREA, PHASE - II, MAA ANAND MAYI MARG, NEW DELHI, SOUTH DELHI, NEW DELHI, Delhi, 110020",DELHI,NORTH DELHI,Delhi,110020,11 - 26388920,www.dite.delhigovt.nic.in,dpdite@gmail.com,SAGAR MAJI,DIRECTOR CUM PRINCIPAL,Acting,14-Mar-14,22 years,10 years,0 years,11 - 26388920,26388920,dpdite@gmail.com
DELHI INSTITUTION OF PHARMACEUTICAL SCIENCES AND RESEARCH,1-28475041,"DIRECTOR, DIPSAR  PUSHP VIHAR, SOUTH DELHI, 306 CHHATTARPUR, Delhi, 110017",NEW DELHI,SOUTH DELHI,Delhi,110017,11 - 29554327,www.dipsar.in,drdppathak@gmail.com,DHARM PAL PATHAK,DIRECTOR,Regular,01-Jun-05,24 years,22 years,0 years,11 - 29553771,29554503,drdppathak@gmail.com
DELHI TECHNICAL CAMPUS,1-2216569401,"259, SECTOR 15A, GAUTAM BUDDHA NAGAR, NOIDA, Uttar Pradesh, 201301",GREATER NOIDA,GAUTAM BUDDHA NAGAR,Uttar Pradesh,201306,120 - 3123233,www.delhitechnicalcampus.ac.in,info@delhitechnicalcampus.ac.in,UMA KANTA CHOUDHURY,CHAIRMAN,Regular,13-Jul-15,15 years,10 years,0 years,-,3123233,vipinsahni@yahoo.com
DELHI TECHNICAL CAMPUS,1-492521921,"PREM NAGAR,SECTOR-6,BAHADURGARH, JHAJJAR, BAHADURGARH, Haryana, 124507",BAHADURGARH,NORTH WEST DELHI,Delhi,124507,1276 - 327322,www.delhitechnicalcampus.com,parveshkr72@gmail.com,DR SATISH KUMAR,CHAIRMAN,Regular,07-Jan-13,16 years,4 years,2 years,11 - 25323191,1128342977,parveshkr72@gmail.com
DEOGIRI TECHNICAL CAMPUS FOR ENGINEERING AND MANAGEMENT STUDIES,1-3928641,"44, SAHAKAR NAGAR, AURANGABAD, AURANGABAD, AURANGABAD, Maharashtra, 431005",AURANGABAD,AURANGABAD,Maharashtra,431005,240 - 2367567,www.dietms.org,shiurkar@gmail.com,ULHAS SHIURKAR,DIRECTOR,Regular,13-Aug-09,25 years,3 years,7 years,240 - 2364219,2367577,shiurkar@gmail.com
DEPARTMENT OF BUSINESS ADMINISTRATION,1-492752721,"DEPARTMENT OF BUSINESS ADMINISTRATION,  AWADHESH PRATAP SINGH UNIVERSITY, REWA, REWA, REWA, Madhya Pradesh, 486001",REWA,REWA,Madhya Pradesh,486001,7662 - 233221,www.dbarewa.com,info@dbarewa.com,ATUL PANDEY,HEAD OF DEPARTMENT,Regular,19-Nov-96,21 years,11 years,0 years,7662 - 231599,233819,info@dbarewa.com
DEPARTMENT OF BUSINESS ADMINISTRATION,1-14665501,"GAYA COLLEGE, GAYA, GAYA, GAYA, Bihar, 823001",GAYA,GAYA,Bihar,823001,631 - 2222442,www.gayacollege.org,principalgcgaya@yahoo.com,MOHAMMED SHAMSUL ISLAM,PRINCIPAL,Regular,15-Jul-14,28 years,28 years,0 years,631 -,2222302,principalgcgaya@yahoo.com
DEPARTMENT OF BUSINESS ADMINISTRATION,1-2902623,"DEPARTMENT OF BUSINESS ADMINISTRATION  UNIVERSITY OF LUCKNOW, LUCKNOW, LUCKNOW, Uttar Pradesh, 226007",LUCKNOW,LUCKNOW,Uttar Pradesh,226007,522 - 2740246,www.lkouniv.ac.in,lumba@lkouniv.ac.in,SANJAY MEDHAVI,HEAD,Regular,31-Mar-93,21 years,20 years,2 years,522 - 2740246,2740462,lumba@lkouniv.ac.in
DEPARTMENT OF BUSINESS ADMINISTRATION,1-462330021,"DEPARTMENT OF BUSINESS ADMINISTRATION  MANGALORE UNIVERSITY  MANGALAGANGOTRI, DAKSHINA KANNADA, MANGALORE, Karnataka, 574199",MANGALORE,D KANNADA(DK),Karnataka,574199,824 - 2287637,www.mangaloreuniversity.ac.in,deptmba@yahoo.com,SREEDHARA T N,PROFESSOR AND CHAIRPERSON,Regular,16-Dec-82,33 years,20 years,0 years,824 - 2287637,2287424,tnsree@gmail.com
DEPARTMENT OF BUSINESS ADMINISTRATION (SSC),1-783401161,"DEPT. OF BUSINESS ADMINISTRATION, S.SINHA COLLEGE,, AURANGABAD, AURANGABAD, Bihar, 824102",AURANGABAD,AURANGABAD,Bihar,824102,6186 - 223133,www.ssinhacollege.co.in,bbmssc@gmail.com,OM PRAKASH SINGH,PROFESSOR,Regular,01-Sep-10,17 years,3 years,0 years,6186 - 223133,223133,bbmssc@gmail.com
"DEPARTMENT OF BUSINESS ADMINISTRATION, INSTITUTE OF MANAGEMENT STUDIES",1-510437831,"DERARTMENT OF BUSINESS ADMINISTRATION, INSTITUTE OF MANAGEMENT STUDIES, BUNDELKHAND UNIVERSITY CAMPUS, KANPUR ROAD,, JHANSI, JHANSI, Uttar Pradesh, 284128",JHANSI,JHANSI,Uttar Pradesh,284128,510 - 2321850,www.bujhansi.org,profpoonampuri@gmail.com,POONAM PURI,HEAD OF THE DEPARTMENT,Regular,29-Oct-00,23 years,18 years,3 years,510 - 2321850,2320761,profpoonampuri@gmail.com
"DEPARTMENT OF BUSINESS ADMINISTRATION, THE UNIVERSITY OF BURDWAN",1-465661211,"DEPT. OF BUSINESS ADMINISTRATION THE UNIVERSITY OF BURDWAN, BARDHAMAN, BURDWAN, West Bengal, 713104",BURDWAN,BARDHAMAN,West Bengal,713104,342 - 2659774,www.buruniv.ac.in,registrar@buruniv.ac.in,SMRITIKUMAR SARKAR,HEAD,Regular,16-Jun-12,35 years,25 years,0 years,342 - 2634900,2659774,p_mallik59@yahoo.co.in
DEPARTMENT OF BUSINESS MANAGEMENT,1-763797961,"DEPARTMENT OF BUSINESS MANAGEMENT, CCS HARYANA AGRICULTURAL UNIVERSITY, HISAR 125 004, HISAR, HISAR, Haryana, 125004",HISAR,HISAR,Haryana,125004,1662 - 255412,www.hau.ernet.in,business@hau.ernet.in,ATUL DHINGRA,PROFESSOR  & HEAD,Regular,23-Jan-99,21 years,22 years,2 years,1662 - 255412,1662284358,goyalsk@hau.ernet.in
